[13.559] 爹娘
[8316.14] 不一定够不过
[8348.4] 我
[8350.86] 猜到你会伤心
[8352.3] 我不放心你
[8354.56] 所以离我远一点
[8360.34] 你干吗呀
[8362.1] 张副官不是说你不来赴约了吗
[8365.219] 你为什么还要来
[8366.689] 是故意来看我笑话的吗
[8368.429] 我不是
[8369.419] 你松开你松手
[8371.489] 我不
[8374.14] 乌云你觉得很好玩吗
[8378.06] 耍我是不是很好玩
[8379.8] 让我一个人在那哭
[8381.48] 盛世心中很窃喜
[8384.61] 心里笑
[8385.47] 我像个傻子一样
[8387.36] 我没有顾远我欠你的
[8393.71] 我会慢慢回
[8396.61] 但是从今往后我们不要再这样了
[8404.32] 你干嘛呀
[8405.54] 你还想嗯顾昀
[8408.02] 你放下
[8409.04] 你放下来
[8410.15] 我可以放下来
[8411.56] 但是你别抱我
[8413.15] 让我把话说完
[8415.52] 你放我下来算了
[8418.28] 我还是这样说吧
[8419.12] 我不行
[8426.96] 你为什么不喊疼啊
[8428.75] 说我急了
[8429.82] 为什么
[8432.55] 我知道你是因为赵想念
[8435.62] 先放我下来
[8436.82] 我确实是这么消遣
[8438.47] 她今天受伤了又晕倒
[8440.18] 你也不是不知道他的脾气
[8442.82] 我担心
[8444.42] 所以才送她去医院
[8447.08] 如果她没有生病呢
[8448.43] 什么意思
[8449.32] 要说这样的话
[8451.0] 她会不会觉得我在挑拨离间啊
[8453.96] 你先放我下来
[8460.12] 顾昀
[8461.88] 其实我也不想
[8465.84] 你无耻对我是无耻叔叔
[8475.22] 我心悦你
[8480.98] 我刚开始帮你
[8483.4] 是因为你的眉眼像极了一位我的故人
[8487.54] 可是后来不知不觉就被你吸引
[8491.11] 输出
[8492.22] 我心悦你
[8496.18] 今天的事情是搞不对
[8499.6] 好像没道歉
[8501.04] 明明是5月的
[8502.3] 你却让你等了这么久
[8506.78] 我以为你不来了呢
[8511.04] 我以为你你对我只是玩玩罢了
[8515.24] 上面为了隐藏身份
[8518.09] 特意伪装成一名花花公子
[8522.06] 但是我与任何女主都没有发生过任何关系
[8525.28] 只有你是否我不该伤害你
[8530.18] 但是我有些事情需要处理
[8532.42] 等我处理完了
[8533.95] 我会跟你坦白一切的
[8537.66] 服务员我可以相信你吗
[8543.66] 相信我
[8549.8] 湘江啊
[8550.96] 少帅一定会去的
[8552.7] 他的心在玉小姐那里
[8556.58] 少帅是不是有什么急事啊
[8561.88] 我是急事的话
[8563.52] 先走吧
[8564.63] 没关系的
[8566.85] 想见你
[8568.17] 饿不饿
[8569.04] 想不想吃
[8570.14] 反正拍过
[8570.92] 我让张敏之文名字少帅
[8573.3] 我小时候最不喜欢吃的菜就是粉蒸排骨
[8578.16] 你又何必食堂
[8580.98] 你若不相信
[8582.56] 我都不会出现在你身边
[8584.9] 我相信你
[8587.58] 你去电影院看看女主还在不在
[8589.49] 要是再等先森的国家是还好
[8593.84] 我提前去孤儿院买通了修女将阿念
[8598.01] 所有的喜好都有寄予信
[8606.5] 你还记得吗
[8607.85] 小时候我妈还叫黄瓜狗尾巴草呢
[8610.67] 这还被修女看到了
[8613.01] 就
[8618.899] 少帅
[8621.58] 老夏我好担心
[8622.78] 你说我还是得娶她
[8625.06] 少帅不放了
[8626.56] 见他我也需要你啊
[8630.54] 千万能不能留下来陪我
[8640.48] 如果没有遇到虞姝之前
[8643.26] 我会珍惜他的成果
[8646.38] 当年我一直以为你已经死了
[8649.66] 哎你还活着
[8651.43] 并且就在我身边
[8652.54] 我很欣慰
[8654.52] 但是我对你的感情
[8658.89] 没有亲情
[8662.57] 但是对于树不是啊
[8666.3] 我喜欢他
[8670.52] 曾经答应的事我会做到的
[8675.78] 但是我的感情我只属女主少帅少帅
[8689.32] 照顾好自己
[8691.44] 虞姝
[8694.02] 我明明已经败露了你的身份
[8696.57] 却还是赢不了你
[8701.82] 余小姐
[8702.74] 少帅正在书房批阅公文
[8704.69] 等他忙完了就回来接你
[8706.04] 好不着急
[8711.96] 听说上次在电影院等很久了吧
[8715.52] 你对自己还真的是下得去手啊
[8718.39] 为了一个男人
[8719.76] 为了自己身子值得吗
[8721.89] 我不知道你在说什么
[8723.54] 你以前可不是这样的
[8725.38] 我
[8730.84] 是什么样的人
[8731.95] 用不着余小姐操心
[8733.88] 好心提醒玉小姐一句
[8737.0] 你嫁过人
[8738.11] 根本没有资格做少帅的妻
[8740.69] 我跟在少帅身边多年
[8742.68] 他是怎样的人
[8743.64] 我很清楚
[8744.9] 他对你不过是一时的新鲜感罢了
[8748.29] 对我才是真的喜爱
[8750.7] 我以前挺羡慕和心疼你的
[8754.88] 但是现在的你变得如此的嚣张跋扈
[8758.23] 真令人想不到
[8759.64] 你只要有我在
[8762.6] 就不会让少帅听你说
[8767.97] 如果少帅看见我被你所伤
[8771.08] 他还会喜欢你
[8773.0] 你能做什么也没有
[8778.55] 必须嘣嘣嘣嘣嘣嘣啊啊啊啊哎呦起
[8784.17] 我错了
[8784.92] 我离开少帅
[8785.85] 我再也不去传少帅了
[8787.32] 你不要生气了
[8790.36] 这怎么回事
[8791.52] 是我的错
[8792.84] 是我说了
[8793.86] 不该说的话
[8795.24] 女小姐才会拿别人了
[8797.64] 是我得胡说八道什么呀
[8800.0] 我没有胡说
[8801.44] 余小姐
[8803.08] 所以我离开少帅
[8804.82] 我再也不纠缠少帅了
[8806.74] 然后生气好不好
[8808.36] 是你自己慈善自己的
[8810.26] 估计陷害我啊
[8811.79] 你可真卑鄙啊
[8812.9] 你少帅少帅
[8815.06] 你相信我
[8815.93] 我在你身边很多年
[8817.42] 我是怎样的人
[8818.38] 你最清楚
[8819.04] 你让我走吧
[8820.9] 少帅我在城里小姐会不开心
[8824.26] 你让我走吧
[8825.79] 先别说了
[8826.84] 不行
[8827.02] 你去医院啊
[8830.36] 我先走
[8831.77] 于松快
[8833.42] 少帅少等我腿疼嗯
[8838.96] 怎么请
[8839.5] 少帅
[8840.34] 是我惹云小姐不开心了
[8844.06] 你以后再也不会招惹云小姐了
[8847.3] 想念村里没有别人
[8850.56] 我问你
[8851.43] 你腿人的伤
[8853.86] 信不信你下次少帅
[8856.16] 你怀疑我吗
[8857.96] 等等
[8858.82] 好好好
[8859.96] 我想听周浩宇小姐
[8863.47] 余小姐
[8864.34] 不是那样想那样
[8866.54] 我最后问你一次
[8871.1] 是不是余小姐
[8872.51] 我说了
[8873.77] 你想听真话
[8878.89] 至于小姐
[8880.08] 你让我带着他少帅少帅少帅
[8891.2] 夫人小姐
[8892.51] 少帅秋天快快请进
[8894.4] 不必了
[8896.18] 今日我没空
[8898.9] 叔叔你和少帅之间怎么了
[8901.64] 是不是有什么误会啊啊没有误会
[8904.82] 你担心的真的真的没有
[8907.54] 下周少帅生辰
[8909.34] 他也帮了我们不少忙
[8911.14] 你看你要不要去参加呢
[8913.42] 自然要去
[8916.12] 又不是不知你说的
[8924.22] 少帅
[8924.9] 您要不先回去吧
[8926.25] 我们小姐说了
[8927.48] 今天不太想见
[8930.32] 你回去转告一下
[8932.2] 伤心就打出去
[8934.06] 不是
[8942.52] 姐姐啊姐姐
[8945.6] 你说该怎么样拿下少帅的心
[8950.64] 能不能让你白白牺牲了呀
[8957.46] 您是余小姐
[8960.03] 张老太太
[8961.36] 好巧啊
[8962.44] 你也是来参加少帅的宴会吗
[8964.99] 是啊
[8965.92] 今日我孙悦也来了
[8968.28] 余先生还好吗
[8970.71] 我父亲一切安好
[8972.33] 张老太太放心
[8973.56] 感觉日我一定登门拜访
[8975.74] 当年若不是瑜伽帮助我们
[8979.16] 张家恐怕早就破产了
[8981.2] 老夫人老夫人二哥的羊水破了
[8986.68] 马上要生了
[8987.82] 怎么了
[8988.78] 好好好
[8989.62] 我马上过来
[8991.0] 这这贺礼
[8994.18] 张老太太
[8995.35] 如果你不介意的话
[8997.0] 这贺礼我帮你送回去
[8998.71] 别看我
[8999.22] 我那有劳烦您了
[9002.92] 我走
[9006.26] 张小姐
[9007.39] 你可真好看
[9008.84] 留学回来的姑娘就是跟我们不同
[9011.69] 待会儿双双见了你
[9013.46] 她也是会被你所吸引的
[9018.16] 你们怕是有所不知啊
[9020.34] 最近少帅比余家千金迷得紧紧的
[9023.73] 余家千金
[9025.18] 你说的是那个虞姝
[9026.89] 难道您认识啊
[9028.3] 他登报离婚半径
[9030.22] 谁人不知
[9031.28] 少帅会被这种女人所吸引
[9033.77] 我可不信
[9036.35] 张小姐
[9037.69] 你小点声
[9040.8] 正主来了
[9047.08] 虞姝
[9049.38] 上次的事情我还没跟你算账呢
[9051.8] 哟这不是张小姐吗
[9054.38] 又是你啊
[9057.02] 上一次袁老板不是拒绝你了吗
[9059.62] 你不会不知道袁老板就是少帅吧
[9062.74] 你闭嘴
[9063.72] 我今日来是和少帅道歉的
[9066.09] 上次的事情不过是个小误会吧
[9068.43] 张小姐
[9069.44] 你奶奶是不是没有跟你提起过
[9071.93] 张家和余家的事啊
[9073.73] 你们于家在半京的确是世家
[9076.74] 可近日来自少帅府的谁不是有钱人家的小姐
[9080.73] 你们于家算个什么东西
[9084.2] 我
[9089.48] 看看你拿的什么呀
[9096.099] 这都是一个花瓶而已
[9099.149] 你们于家可真够穷酸的
[9103.679] 张小姐
[9104.669] 宜家的东西哪能跟你相比啊
[9107.919] 这种花瓶送给狗狗都不要
[9117.98] 你疯了
[9119.05] 这可是青花瓷花瓶
[9120.64] 价值3万大洋呢
[9122.28] 区区3万
[9123.54] 我们张家还是给得起的
[9125.67] 大不了赔给你
[9127.08] 就是不过今日这宴会万金的名流千金都来了
[9133.44] 你一个离过婚的妇人在这怕是不合适吧
[9139.24] 张千金说的没错
[9141.13] 的确是不合适
[9143.96] 听见了吗
[9145.13] 这字体不合适
[9146.42] 还不快滚
[9147.44] 这里快本
[9148.58] 这地方不是你这种人该来的
[9152.4] 您在办京城啊
[9153.77] 好次展出少帅的身份
[9155.57] 办京城的
[9156.26] 明明说家们都把府中的千金给带来
[9158.68] 就想着大家认识
[9160.18] 可这你都低调点
[9161.86] 没问题
[9163.09] 是
[9165.82] 直去点
[9166.98] 你现在马上离开
[9169.0] 像你这种离婚死过老公的人
[9172.3] 在这也不嫌脏了
[9173.98] 少帅府这块地在吵什么
[9177.92] 少帅来了个扫兴的人
[9181.54] 我再让他走
[9182.47] 我看扫兴的人是你少帅
[9184.96] 我没有这个女人
[9187.71] 她离婚死过老公
[9189.34] 既然是你的寿宴
[9190.6] 我只是帮你劝她离开好看
[9194.26] 但是离开的人是你少帅
[9197.45] 哎呀我来迟了
[9200.66] 真的
[9201.67] 今天少帅生辰
[9203.77] 老傅想了想
[9205.27] 还是亲自来道谢礼数才算周到
[9208.84] 中国你来得正好
[9211.06] 这有个不知死活的家伙正缠着少帅
[9213.49] 不知死活的家伙
[9219.4] 余小姐
[9220.59] 刚才真感谢您了
[9223.05] 张老太太
[9224.34] 你先不要信我
[9225.9] 你让我献给少帅的贺礼
[9229.53] 不小心被您的孙女张小姐给打破了
[9237.46] 什么这是祖母送来的
[9240.06] 对正是令千金的祖母送来的
[9243.66] 不过就算不是张老太太送来的
[9246.54] 您就可以打碎了吗
[9247.89] 我啊你呀你呀在家
[9252.58] 你就嚣张跋扈
[9253.92] 到这儿来
[9254.64] 你还嚣张跋扈
[9256.11] 你拿收割
[9257.16] 你当张图吗
[9261.54] 少帅了
[9262.61] 吴小姐
[9264.38] 是我叫你一方啊
[9267.86] 我告诉你
[9269.24] 余小姐
[9270.14] 可是咱们张家的贵人
[9272.0] 如果不是余家的相助
[9274.22] 我们张家早就破产了
[9276.26] 你知道吗
[9277.18] 你得罪谁不好
[9278.62] 你这是得罪于小姐
[9281.56] 快给余小姐下跪道歉
[9286.62] 刘小姐
[9287.48] 对不起
[9288.17] 我错了
[9294.32] 客人都走光了
[9295.6] 如果没什么事的话
[9296.83] 我就先走了等等
[9299.08] 余小姐
[9300.34] 上次的事情是我们之间有误会
[9303.43] 小娘知道佛了
[9305.02] 还请余小姐原谅小燕
[9308.04] 我们之间没有误会啊
[9314.32] 如果云小姐愿意原谅我的话
[9317.04] 我们一起喝一杯吧
[9319.92] 余小姐还是不愿意原谅我吗
[9338.56] 怎么你不喝吗
[9341.02] 我不是说要和解了
[9343.33] 先干为净
[9357.11] 怎么不喝啊
[9361.42] 我看来你是喝不了吧
[9364.48] 张小明
[9365.8] 你真当我蠢是吗
[9376.08] 酿酒喝酒少帅喝酒
[9386.22] 叔叔
[9387.38] 我今天有很重要的事跟你说
[9389.36] 能在书房等我一下吗
[9392.44] 我没什么话要跟你说
[9394.2] 不是我是认真的
[9396.26] 上次的事情我并没有不相信
[9398.72] 我知道是赵想念他自己刺伤的自己
[9401.3] 就像这次一样
[9402.62] 她在酒中下毒
[9404.12] 所以能在厨房等我一下吗
[9407.6] 好少帅
[9411.86] 我知道错了
[9413.22] 这能再给我一次机会
[9414.9] 我真的知道错了
[9416.52] 少帅你是谁啊
[9420.2] 少帅你又在说什么
[9422.91] 我是阿念
[9424.5] 我是想念啊
[9426.45] 他名字还是当年你给我取的
[9431.47] 你不是赵晓
[9434.11] 我不是赵小念
[9435.58] 我是阿念啊
[9438.43] 玉佩拿出来
[9448.54] 你不是啊
[9449.4] 你看不是造型
[9452.88] 想念曾经跟我提起过
[9454.28] 她有个双胞胎妹妹
[9455.57] 真正的照相到底在我不知道你们在说什么
[9462.04] 我就是超想念
[9465.46] 上次我和虞姝去电影院
[9467.7] 你为了阻止我跟你说约会
[9469.83] 故意然后我送你去医院之后
[9474.46] 医生检查完
[9475.93] 你知道她是怎么跟我说的
[9477.96] 林生怎么说的
[9480.12] 说你身体一切健康
[9484.33] 我身体健康
[9486.25] 少帅不开心了
[9488.05] 可是想念他也爱惜你
[9492.26] 跟他相处
[9494.9] 难道你不知道吗
[9496.54] 什么想念只有两年的时间了
[9500.47] 所以道想念到底在哪
[9503.68] 玉佩没用
[9505.18] 这才
[9509.56] 你饶了我吧
[9511.08] 我不就是一时冲动
[9516.62] 你敢说我就没相信过
[9518.84] 所以小阿念
[9520.88] 你来照相念到底在哪儿
[9523.55] 我姐姐磊哥
[9526.42] 他失踪了
[9527.8] 吃完拉面
[9529.33] 我不知道暗恋是这样
[9540.62] 这
[9545.26] 不是我跟阿响的合照吗
[9550.32] 少帅不好了
[9553.31] 又想越狱了
[9554.6] 又想少帅把他跟我关系也不想这口子
[9567.04] 李嫂少帅呢少帅他们出去了
[9572.66] 顾昀
[9573.5] 你不让我在书房等你吗
[9580.0] 哎呀物价是完了我也完了
[9583.24] 现在外面都是少帅的人
[9585.28] 哼反正我是怎么着也得拉个垫背的
[9597.17] 你原本选定的女主人一定要找到大家是
[9607.3] 少帅有人送了封信过来
[9618.08] 虞书在我手上
[9619.9] 明日午时准时来到废弃场
[9623.1] 如果敢带人来
[9624.84] 我立刻杀了虞姝
[9630.42] 没想到吧啊今天会死在我的手里
[9637.64] 刘全
[9638.66] 你作恶多端
[9640.379] 如果你不做绑架
[9641.959] 有这么蠢的事的话
[9643.279] 你可以活得更久
[9645.08] 看得出来看得出来
[9646.7] 故意他不在乎他
[9649.34] 可不愿意
[9650.33] 你要这么死死了
[9655.35] 顾昀在办
[9656.4] 京城有那么多美人拍照
[9658.41] 怎么会爱我
[9659.73] 你想多了
[9662.02] 小姑娘以为我是个傻子
[9665.04] 啊啊啊
[9667.68] 你看嘿嘿嘿
[9670.69] 那个是谁呀啊
[9675.56] 奎媛刘璇
[9677.53] 抱你说
[9678.64] 我还能留你一条活命王爷
[9682.4] 我是天哪
[9684.64] 就没想到自己还能活着
[9687.42] 公园你来做什么呀
[9690.15] 啊快走快走
[9692.71] 有人来救你啦
[9694.73] 你就乖乖躺着让人
[9696.65] 那就废什么话
[9698.09] 云桂圆
[9699.23] 我求求你了
[9700.01] 快走好不好啊
[9701.66] 求求你了
[9703.8] 明确说吧
[9707.58] 你想做什么
[9708.87] 想要什么
[9709.62] 你们这是想要你的一条小
[9712.72] 我给你两个选择
[9715.09] 你自杀
[9716.5] 我把于是给发了两个选择
[9720.8] 我把他给杀了
[9722.42] 你活着
[9727.22] 别别别信他的鬼话鬼啊
[9730.12] 他绝对不会信守承诺的
[9732.52] 如果你死了
[9734.05] 我也不可能活着回去
[9741.3] 刘全
[9743.54] 你先放了一手
[9745.7] 不然我怎么相信你
[9747.89] 你没有资格和我谈谈
[9749.84] 你就两个兄弟是吧
[9757.2] 卧槽你疯了
[9760.04] 刘全你最后亲手中
[9763.64] 嘿嘿嘿嘿嘿嘿
[9765.08] 你说啊
[9766.3] 我有这么一个爱你的男人
[9768.76] 愿意为了你去死
[9770.41] 你是不是感到很开心呀
[9773.67] 啊哈哈哈
[9775.44] 开心啊
[9777.27] 你就要死了
[9779.83] 桂圆不要啊
[9781.89] 不要做傻事
[9783.27] 阿强
[9789.3] 叫我什么阿小
[9792.62] 求求你别死
[9796.45] 击杀变阿强
[9801.61] 我已经死过一次了
[9805.93] 能够再见到你
[9808.04] 那就很知足
[9809.75] 死不足惜
[9813.86] 我要你活着
[9815.36] 为我活着
[9819.14] 如果你死了
[9821.36] 留我一个人算什么呀
[9825.08] 我早就该想到你就杀你
[9828.95] 否则每天第一次见到你
[9831.92] 我就不会被吸
[9833.54] 阿宁没了我
[9836.06] 你还有家人
[9839.42] 为了他们好好地活下去
[9845.38] 答应我好吗
[9847.26] 顾昀
[9848.28] 我不要叔叔
[9856.3] 顾昀
[9859.8] 顾昀
[9863.96] 秦总啊
[9865.36] 轻松啊嘿嘿
[9868.0] 唐朝一个少帅
[9869.92] 为了你这个小娘们去死喽
[9874.42] 男主全
[9875.5] 我要杀了你
[9878.06] 你怎么杀我
[9879.26] 你是怎么杀我
[9887.07] 刘全这刀
[9891.22] 早就被我调到了
[9894.42] 刚才输出下来
[9895.56] 我怎么可能死了
[9910.18] 唉疼你混蛋
[9913.32] 你知不知道我刚才有多担心你
[9916.28] 他和你像这样
[9918.05] 我怎么可能做错事呢
[9923.24] 师父我们这辈子都不要再分开了
[9928.75] 谁答应跟你在一起了
[9934.7] 想念的事
[9935.98] 我一直想跟你做个解释
[9937.9] 以前在王府中出现的人
[9940.18] 不知道是有人冒充你的身份接近我
[9945.18] 所以我才会被骗
[9947.88] 那真正的暗恋呢不知道
[9951.03] 但是我会派人去找他
[9953.62] 生生
[9954.57] 今天把你担心了以后
[9957.78] 我会保护好你
[9959.1] 这样的事不会再发生
[9960.54] 第二次
[9964.6] 我的乐佩
[9977.84] 阿莲
[9980.56] 我终于找到你了
[10003.88] 我把余叔就交给你了
[10006.82] 从今以后
[10008.16] 你要好好地待她
[10010.02] 如果你敢欺负她
[10012.04] 我定不饶你
[10015.16] 放心
[10015.85] 我会照顾好的
[10017.2] 不会让她受一点委屈
[10038.82] 古月你愿意娶榆树为妻吗
[10044.32] 无论是健康与疾病
[10047.04] 富贵与贫穷
[10049.26] 你都一直呵护他
[10050.91] 照顾他
[10052.7] 尊重他
[10054.05] 保护他
[10055.19] 与他不离不弃
[10056.87] 白头到老
[10058.19] 你愿意吗
[10064.1] 我愿意
[10066.92] 好那就交换结婚戒指吧
[10106.42] 终于来接我了
