[77.46] 各位朋友大家好
[4762.919] 这牛蛙的话不打齐天就不带了啊
[4766.88] 是吧
[4767.36] 茶的话可以奶一口啊
[4775.34] 啊这里灭哥还有两回合嘛
[4777.3] 就尝哪一口
[4778.5] 然后再抛走
[4779.3] 这都可以啊
[4780.78] 现在就是这回怂
[4783.21] 下回合耿鬼换走啊
[4786.58] 下回给我换一首
[4787.7] 卖一个队友
[4793.52] 两个都怂一下
[4797.14] 然后呢最后这是雪妖女啊啊近战
[4802.46] 这边踢倒
[4807.36] 钢兵的定身法也解除了
[4809] 也就是他可以点这个扑刀了啊
[4815.44] 啊这边只能切人
[4817.88] 这个牛蛙可以卖
[4819.02] 但鼠鼠的话
[4819.88] 等会必须帮助去打那个谁哎
[4823.77] 必须帮助去打这个雪妖女啊
[4826.22] 这里要是查就好了是吧嗯
[4828.14] 确实查就好了
[4828.98] 茶可以给奶一口
[4830.06] 这样咆哮他死不了啊
[4831.1] 你不双点死不了啊
[4832.44] 所以查的话尽量还是很重要
[4837.02] 牛蛙还是打晴天再选啊
[4838.66] 打这个雪天没什么必要选
[4841.5] 我刚想着打出个加木鸟一下
[4843.58] 加木鸟一个向前就死了
[4845.7] 削他一个人头呢就少灭一轮
[4848.879] 好的阵亡了
[4850.239] 那钢兵的话
[4850.959] 他不可能一发干死牛蛙啊
[4858.96] 他这边扑刀来一刀加一扑刀力度很高
[4862.02] 但是那不可能杀了牛蛙
[4863.56] 我去伤害这么爆炸
[4864.78] 我这个牛蛙物防没有加太多啊
[4866.89] 你不妨加多点
[4868.05] 当然都可以接啊
[4868.89] 都可以接
[4869.39] 那这两个就被拖死了
[4870.79] 钢兵大牛拉的组合要突破
[4872.97] 他也是呃并不是什么难事啊
[4875.67] 只是说最好以损失较小的代价啊
[4878.93] 把他俩拖死
[4880.09] 这样的话我们还要准备第二轮灭哥嘞
[4882.51] 那第二轮的话继续上这个耿鬼
[4887.24] 看他后排是谁
[4888.42] 雪妖女肯定有嘛
[4889.56] 麻烦雪妖女肯定有
[4890.4] 最后一只是谁嘞
[4892.08] 啊最后一只是地龙
[4894.32] 还是哦家门鸟啊
[4895.98] 我去家门鸟诶
[4898.32] 这个家门鸟啊啊加木鸟的话
[4902.33] 那就赢了啊
[4903.31] 那这边的话直接切鼠鼠
[4908.4] 然后灭歌
[4912.62] 如果他顺风暗影球
[4914.06] 我们因为有这个啥
[4915.24] 有这个队友守护
[4916.26] 打不死
[4916.7] 如果他不顺风
[4917.38] 我们就先灭哥了啊对吧
[4919.22] 所以的话一定都死不了
[4920.88] 我们比雪妖女快嘛
[4922.38] 他要么顺风暗球打我们
[4924.08] 要么就是这个呃这个这个直直接打是吧
[4928.87] 直接打也行
[4929.51] 那我们肯定要把这个歌唱起来啊
[4931.23] 唱起来以后鼠鼠和牛蛙来拖就行了
[4933.86] 那等我是雨天的话
[4935.26] 这个学校里他也打不动我们
[4938.86] 有队友守护啊
[4939.94] 死不了
[4940.26] 这耿鬼
[4942.94] 那刘蛙走
[4944.81] 注意这里有队友守护啊
[4946.49] 他就算打这个耿鬼也打不死
[4948.47] 如果顺风加暗影球的话
[4949.73] 都无所谓
[4951.62] 还吹暴风雪呢
[4952.62] 暴风雪那不也吹不死吗
[4955.27] 所以我们这里再把歌唱起来
[4956.99] 他可能要顺风加暗影球
[4958.23] 打我们的
[4961.66] 好家秒顺风是吧
[4963.08] 那无所谓
[4965.7] 我们这歌一定能唱的
[4969.06] 暗影球打左边啊
[4970.54] 毒这个谁啊
[4971.22] 毒这个耿鬼怂啊
[4972.58] 哈哈啊
[4973.78] 毒耿鬼怂
[4974.42] 我这里有队友守护
[4975.3] 我可真不怂啊
[4976.69] 那他就凿了呀
[4978.07] 那接下来保护保护保护就炸了啊
[4981.33] 这耿鬼确实经常怂
[4984.21] 但是我满血
[4985.49] 我有什么理由去怂呢
[4986.61] 啊我满血耿鬼
[4987.65] 我还怕你不成
[4988.33] 那接下来就保护不保护保护啊就结束了
[4996.14] 你有佯攻
[4997.04] 然后攻一下鼠鼠
[4998.48] 那你攻呗
[5003.88] 我们后面还有个牛蛙
[5005.38] 牛蛙血量还可以
[5006.92] 虽然不是很健康了
[5014.86] 当时玩钢兵大扭拉这个组合
[5016.7] 然后后面这两个你看对面打这些灭哥啊
[5018.98] 全都是个个都是很有经验的啊
[5021.889] 等他觉得可以随便拿捏你啊
[5024.329] 你这灭哥哥打谁都劣势呃
[5026.91] 确实是这样的啊
[5027.63] 一开始我打谁都劣势啊
[5029.15] 后来你只能通过这个不断的打
[5031.63] 不断的遇到各种队伍
[5032.97] 怎么去操作来扭转这个劣势啊
[5035.749] 对面也知道啊
[5036.589] 就投了雪天沙暴雨天都可以打
[5040.4] 但这个晴天歪喷那个还是不好打啊
[5043.62] 这歪喷的话火力太猛了
[5046.3] 那这一波的话就八连胜2400多了
[5050.3] 对面晴天队
[5051.42] 那晴天队的话还是那几样嘞
[5054.619] 耿鬼鼠鼠首发
[5056.119] 后面的话这个牛蛙咆哮虎
[5059.339] 这样也没什么其他办法啊
[5061.659] 基本上都是这么几只
[5064.51] 他这边没有风妖精
[5066.79] 这算是好消息吧
[5069.16] 看他怎么上
[5071.44] 我们还是去定他啊
[5072.96] 啊定他
[5073.98] 比如钢兵喷火龙啊
[5075.96] 这个钢兵这个啊地龙喷火龙啊啥的都行
[5084.45] 基本上都这种队伍
[5085.57] 有的队伍带个花id啊
[5087.43] 他是换成了先布嘛
[5089.65] 可能马王化溪龙或马嘎喷火龙
[5091.49] 这化溪龙上的话
[5092.57] 我还倒挺高兴的啊
[5094.35] 化石龙他什么都做不了
[5102.58] 看对面首发好的喷火龙钢兵呢
[5104.86] 那这两个是非常危险的
[5106.58] 因为他任何一个人都可以击杀掉耿鬼啊
[5109.889] 尤其是这个喷火龙
[5111.329] 一个象球打死鼠鼠的话
[5113.329] 那么一个扑刀斩杀耿鬼
[5114.809] 你这波两个都会死啊
[5116.27] 这是非常危险的
[5117.31] 所以我们都得保护一下
[5118.35] 然后去定他一个技能
[5122.76] 看他怎么点
[5124.08] 热风的话倒不怕
[5125.56] 这两个组合确实是最危险的
[5129.86] 啊钢兵走
[5134.3] 哎呀来钓我鱼啊
[5136.77] 钢兵马上切地龙啊
[5138.33] 就多我两个都保护一下
[5139.69] 估计他们要定他啊
[5140.81] 他直接就切地龙
[5142.45] 那这里保护一下就尴尬了啊
[5144.59] 不过我们还是要把喷火龙给定了
[5146.45] 因为我们比喷火龙快
[5147.93] 喷火龙
[5148.73] 你点啥我都要定你啊
[5150.42] 喷火龙还稳得起啊
[5151.7] 先木马吧
[5156.42] 喷火龙呢啊热风啊
[5158.83] 直接打热风
[5159.59] 你看他这非常聪明啊
[5161.31] 你说你不怕直接灭哥吗
[5162.51] 不可能刚那种情况下
[5163.75] 你不可能直接灭哥的
[5165.4] 因为刚说了嘛
[5166.66] 喷火龙一个气象球鼠鼠死
[5168.42] 然后一个葡萄耿鬼死
[5169.68] 这回又被双杀了啊
[5171.1] 对面故意来钓我鱼
[5173.15] 都这个分段了
[5174.23] 个个都是人精啊
[5176.11] 这里的话也只能去把这个喷火龙给定了
[5178.55] 因为喷火龙的威胁最大
[5180.74] 那再来一次加定身法
[5182.44] 把这个喷火龙给锁了
[5183.84] 地龙地震的话震不死啊
[5185.42] 因为我们有队友守护啊
[5186.6] 这样还是要震的哎
[5187.98] 那喷火龙现在马吧也没有什么办法
[5191.46] 可这样的话一开始就比较的劣势啊
[5195.26] 这要吃一个地震的话呃
[5197.35] 等会再去锁这个地龙啊
[5199.65] 你要怎么锁地龙
[5200.79] 那他是哦这围巾的啊
[5202.27] 围巾的先阵
[5203.37] 维京地震这种队伍里带两个飞行单位的
[5208.26] 都默认他是围巾吧
[5209.54] 你看这地震的话
[5210.46] 震不死我们啊
[5211.9] 不过我们得把喷火龙锁了
[5213.26] 让他下过挣扎
[5216.31] 然后耿鬼保护一下鼠鼠
[5217.95] 切咆哮虎
[5218.51] 咆哮虎就拍住地龙
[5219.59] 把地龙给定了啊
[5220.43] 因为地龙是围巾的嘛
[5222.23] 所以我们把他给定了
[5223.15] 他也就挣扎了
[5224.09] 不过这个损失的血量是非常高的啊
[5226.809] 呃这个损失血量相当的高啊
[5229.009] 两个人都残血了
[5230.189] 那这里只能保护把他踩住
[5231.849] 那必须的
[5232.449] 这边切咆哮虎
[5233.529] 没得办法啊
[5234.77] 你切了以后才能去拍地龙
[5236.61] 然后定地龙
[5237.57] 至于喷火龙
[5238.45] 他现在已经被锁住了
[5239.53] 他得真打
[5242.7] 他挣扎一下咆哮虎
[5249.26] 耿鬼怂一下
[5250.14] 又要吃一发地震
[5251.26] 就算把这两个拖死了
[5252.9] 后面的话也不好去打他的钢兵啊
[5257.55] 这第一回合的话损失血量太多
[5259.55] 第二轮就不好打了
[5260.99] 他地震震一下
[5262.51] 震一下不过半
[5266.74] 然后喷火龙直接挣扎挣扎右边的位置挣扎下
[5270.78] 咆哮虎几点血
[5271.58] 自己再扣点血
[5272.66] 下回再挣扎啊
[5274.56] 这里我们击掌奇袭
[5275.72] 然后把这个地龙的地震给定了
[5278.16] 因为确定他是维京的嘛
[5280.66] 如果他不是围巾的话
[5281.94] 我们可以鼠鼠加耿鬼去锁他呀
[5284.36] 他是围巾的话
[5285.32] 那你只能击掌拍住他
[5286.62] 因为他再震耿鬼就震死了
[5288.3] 这个时候我还挺怀念茶的
[5289.74] 要是有茶就好了
[5290.68] 但是打晴天一般是不选茶的
[5292.92] 而且对面有顺丰
[5294.06] 你没有什么道理去选茶
[5295.85] 有茶的话
[5296.73] 这里可以给我奶一口啊
[5297.81] 但是我们没有茶
[5298.67] 这边挣扎一下
[5299.41] 耿鬼耿鬼实在扛不住了
[5301.71] 呃这里暗影球能不能把这个喷火龙给打死啊
[5304.67] 他还有49%的血
[5309.7] 然后这个地龙所招的话
[5311.34] 他是锁五回合
[5312.4] 一共是他要挣扎到死
[5317.9] 耿鬼这里继续怂一下
[5319.82] 暗影球这个血量
[5320.68] 我这个垃圾力度恐怕打不死吧
[5322.54] 49%的血打不死啊
[5331.26] 保护一下
[5333.95] 耿鬼这个力度不得行
[5335.59] 然后这边抛走
[5336.89] 抛下这个呃
[5339.23] 抛下地龙吧
[5342.52] 然后下回合帮助暗影球杀掉这个这个喷火龙啊
[5347.8] 地龙继续挣扎
[5350.12] 好挣扎一下扣回血
[5351.26] 那咆哮虎如果死了的话就死了
[5354.219] 对面气象球好的
[5356.019] 点的是咆哮虎的位置
[5358.25] 那咆哮虎就阵亡了
[5359.59] 对面你看他是非常懂你啊
[5361.05] 而且一开始就钓过鱼
[5362.41] 导致我们这边血量都非常的劣势了啊
[5366.93] 这里我要把喷火龙打死
[5373.7] 打死喷火龙
[5374.74] 刚才被威吓了
[5375.5] 他应该挣扎不死我吧
[5376.82] 耿鬼还有31血啊
[5378.22] 实在是没血了
[5382.74] 帮助暗影球打死这喷火龙
[5384.58] 喷火龙自己也知道啊
[5385.88] 他不可能怂了
[5386.9] 他怂的话就再来一次他呀
[5388.57] 这里把这个喷火龙打死
[5390.41] 49%的血没法唱歌
[5393.53] 然后等会再打死地龙
[5394.91] 再唱最后一轮灭歌也只能如此了
[5397.27] 不过血量损失的实在是太多了
[5403.66] 有时候转一回合我们的血量就够了
[5410.28] 你再来次定身法的话
[5411.64] 他是挣扎两回合
[5412.84] 然后下回合就解除了
[5414.22] 因为当回合他也算嘛
[5415.58] 但当回合他不挣扎
[5416.84] 一共是三回合
[5418.76] 那地龙这边继续挣扎
[5420.42] 他真打耿鬼的话
[5421.68] 真扎不死啊
[5423.41] 我们等会还可以杀地龙
[5424.85] 那这里帮助你球把这个这个喷火龙给宰了
[5434.28] 日照复原了
[5435.56] 然后他让什么钢兵
[5437.34] 还有就是钢兵嘛
[5438.68] 最后这是不是又尾玄鱼来清场的啊
[5441.12] 因为玄玉可能是个气势皮带的
[5442.6] 也不好打
[5443.44] 地龙是围巾的话
[5444.64] 因为咸鱼大概率气势皮带这个队就这么标准啊
[5447.389] 他基本上能打所有的情况非常麻烦
[5451.57] 腰带又有悬鱼
[5452.73] 然后这个这个围巾地龙还有马格化世龙康豆
[5458.729] 我钢兵和妖精之羽的先布啊
[5460.609] 来了啊
[5462.399] 腰带的话我真杀不了他呀
[5468.36] 唉这真的很怀念有个茶呀
[5470.16] 但打喷火龙队不选茶的
[5482.26] 把牛打一尾玄鱼
[5486.98] 然后这边继续看我妈
[5491.3] 腰带的话我怎么都打不死
[5498.04] 还是杀了地龙吧
[5502.82] 地龙你后手定他一共定五回合
[5506.34] 这又有闲鱼
[5507.48] 能不能唱死他
[5510.34] 水流喷射没关系
[5513.48] 挣扎挣扎
[5514.28] 哎呀真扎我死啊
[5515.64] 啧唉尴尬啊
[5517.4] 鼠鼠被挣扎死了
[5518.66] 可惜啊
[5519.54] 要是能再活一下就好了
[5521.24] 再活一下的话呃
[5523.08] 我能把最后一首灭歌唱出来
[5528.44] 啊地龙死啊
[5530.12] 这里也没什么机会唱灭歌了
[5531.72] 所以只是流亡牛蛙
[5533.74] 就算唱的话
[5534.86] 那么这个钢兵才是最后一个倒下的
[5537.02] 这里没办法了
[5537.82] 已经哎呀
[5543.3] 鱼的话肯定是腰带的
[5549.14] 我们这个就是牛啊
[5556.52] 保护线球打钢兵
[5562.36] 那只能如此
[5568.34] 气球打钢兵的话是不过半
[5575.2] 一开始被他钓到以后
[5576.72] 这个地震伤害太高了
[5578.56] 现在他两个满血
[5579.92] 我也拿他没办法唱歌的话
[5581.96] 钢兵反而作为个倒下
[5591.88] 水流裂破
[5592.82] 水流喷射扫墓保护
[5596.82] 刚刚怎么说水流喷射嘛
[5601.24] 啊还是水流喷射啊
[5602.74] 只要杀了你就可以了
[5605.22] 这边我们气象球没法唱灭歌啊
[5607.75] 你要唱灭歌保护一下哦
[5610.39] 精英害了吗
[5611.17] 明显精要害了呀
[5612.33] 这过半了再来发
[5613.35] 他死了
[5614.27] 对面扑刀来一刀
[5617.64] 啊不过半
[5620.8] 双联宝贝没什么办法啊
[5623.96] 双联宝让我杀了钢兵
[5625.28] 然后唱灭歌行不行
[5630.06] 耿鬼双连保吧
[5632.72] 耿鬼必死
[5634.46] 然后这边杀了钢兵
[5641.82] 杀了钢兵
[5642.58] 等会一尾玄鱼扫墓
[5643.58] 我们也是死
[5644.54] 哎有三连宝吧
[5646.2] 如果能唱灭歌
[5646.96] 三连宝好像唱不了啊
[5648.42] 这里耿鬼已经要死了
[5649.6] 耿鬼三连宝双联保成功还可以啊
[5654.67] 好机会来了啊
[5656.95] 杀了钢兵哦
[5659.56] 他突袭啊
[5660.24] 突袭突袭没关系
[5661.2] 刚扑刀都打不死
[5662.12] 突袭也打不死啊
[5663.18] 啊吃个文一窝
[5665.23] 那有机会唱灭歌三连宝
[5667.19] 灭哥三连保啊
[5672.4] 你也给我三连保
[5677.82] 耿鬼的话
[5682.52] 耿鬼已经没办法了
[5685.21] 这里唱灭歌
[5686.47] 灭完以后
[5687.41] 他扫墓
[5687.93] 他水流喷热
[5688.49] 我必死嘛
[5691.88] 好水力喷射没办法了
[5693.36] 耿鬼耿鬼
[5694.36] 你除非再保护一下
[5700.12] 然后牛蛙唱灭歌
[5701.74] 哎我是不是应该再来一次
[5703.36] 他啊啊再来一次也不行
[5704.48] 我这个血量他水流喷射吗
[5707.289] 我再来一次他然后再唱灭歌
[5710.11] 我这个血量能接几个几个水流喷射呀
[5712.51] 雨天下好像能接啊
[5715.77] 那现在扫墓就死嘞
[5717.59] 跟该再来刺他一下
[5719.37] 其实他没必要点这个水流喷射呀
[5722.15] 反正都是啊
[5724.51] 他还是要点啊
[5725.23] 他怕怕那个啥
[5726.29] 我要点再来一次就好了
[5727.43] 这样的话可以顶一下
[5728.31] 那现在只能拼三连保了
[5729.95] 还是有机会
[5731.19] 虽然机会很渺茫
[5732.55] 还是有机会
[5733.23] 刚才要点再来一次的话
[5734.27] 是不是好一点啊
[5735.28] 再来一次好一点
[5736.2] 他既然点水流喷射再来三
[5737.48] 他一辈子锁水力喷射
[5738.8] 然后我们再唱灭歌再拖
[5741.08] 虽然这个血量确实也比较低了啊
[5743] 两个水灵魂射
[5743.68] 我看我也遭不住了
[5745.59] 雨天适应力
[5746.51] 水流喷射嘛
[5747.15] 力度还是比较高的
[5753.52] 首领宝失败也尽力了啊
[5757.44] 这个晴天队就是不好打
[5759.08] 他只要懂的话
[5759.96] 那么你很难去赢下战斗
[5762.16] 没办法
[5763.12] 但是也只能尽量打啊
[5764.6] 尽量打也不是说一定会输
[5766.98] 只是说你不能稳吃他
[5773.4] 对面这个队我之前好像见过嘞
[5775.94] 他这个地龙带的是个求雨啊
[5778.08] 因为他是马拉快龙
[5779.4] 队伍也只可能是马拉快龙
[5781.49] 但是他没有雨天
[5782.69] 那马快龙怎么玩啊
[5783.93] 所以他地龙带了个球雨
[5785.41] 地龙比快龙快嘛
[5786.85] 然后还有幽尾玄月这几个
[5789.77] 他这个队没有妖精系啊
[5791.49] 我还是想给斗龙一个机会呃
[5794.27] 这里他打斗龙的话只有一个快龙啊
[5797.37] 要么就老四样耿鬼鼠鼠
[5799.83] 然后泡酒喝茶啊
[5802.29] 这里给斗龙一个机会
[5803.91] 斗龙只要强化起来的话
[5805.39] 还是可以斗龙
[5806.23] 只要上的话
[5806.79] 基本上要绑定茶
[5807.85] 因为你魂舞烈焰豹会扣1/3血啊
[5810.43] 所以需要茶来给你奶一口
[5815.5] 对面上右尾旋于地龙
[5816.98] 没问题
[5817.46] 哎那这咆哮也不错啊
[5819.36] 数数也没有问题
[5821.02] 先看一下他是不是维金的还是一样的啊
[5823.82] 就先看他是不是围巾的地龙
[5826.08] 还是围巾的一位玄羽
[5831.44] 哦他要求雨啊
[5832.7] 那你求不求雨也无所谓啊
[5834.62] 他这里不可能地震啊
[5835.84] 地震会震队友啊
[5842.24] 我就知道他这个地龙会求雨
[5843.96] 又有闲鱼
[5844.72] 什么配置
[5848.06] 菜粉蝶气势披带吧
[5849.42] 有的菜粉蝶也是围巾啊
[5850.66] 非常的猥琐
[5852.97] 蔡文蝶这种就不上了啊
[5855.19] 蔡文蝶能干啥
[5856.51] 蔡粉蝶
[5857.33] 蔡文蝶还能干点事情
[5860.27] 那先把他踩住
[5865.14] 好两个都保护
[5866.06] 看下情况
[5873.4] 幽尾玄有围巾的是吧啊不是啊
[5878.32] 这个
[5881] 啊求雨
[5881.78] 那看来是个悠游自如的
[5883.16] 是不是又游自如的
[5889.8] 所以他这个配置呢还真是不好说啊
[5893.02] 我也不知道你啥子配置
[5895.38] 那再来一次啊
[5896.52] 你喜欢球就一辈子求雨去吧
[5898.5] 那冲的话冲不死啊
[5899.74] 不用担心
[5900.62] 这里我不知道是不是悠游自如的
[5902.46] 好像是悠游自如的吧
[5906.62] 然后这里他一辈子去求雨
[5908.22] 顺便我们打死这个一位玄羽啊
[5911.84] 你还直接求雨了
[5916.28] 然后后面有快龙嘛
[5917.52] 快龙的压力依然是比较大
[5919.22] 然后再来一次
[5920.16] 那他的地龙就一辈子求雨了
[5922.45] 然后我们去锁这个啥锁这个快龙啊
[5925.77] 还是一样的
[5926.57] 保护一下
[5927.05] 等会就锁快龙的技能
[5928.99] 你上谁就锁谁嘛
[5930.43] 你上钢兵锁钢兵
[5931.53] 上那个快龙锁快龙
[5934.6] 至于地龙一辈子求雨也是好事啊
[5937.12] 好马上快龙来了啊
[5938.74] 那我们让他锁技能
[5940.92] 这里的话他的地龙是没什么事干的
[5943.56] 我们先把他拖入灭哥
[5944.91] 然后看我妈这回他是打不死鼠鼠的
[5947.07] 下回我们再定他就行了
[5948.49] 然后再把他拖入灭哥
[5949.79] 主要是对面的地龙
[5951.27] 他这个这个这个这个求雨啊
[5955.17] 等会万一结束了
[5956.01] 我们要继续再来一次
[5956.97] 他
[5961.06] 好的叔叔
[5961.7] 看我妈
[5962.44] 他这边的话
[5963.38] 除非流星群呢
[5964.22] 林群你会自废武功啊
[5966.709] 龙之波动啊
[5967.589] 暴风啊
[5967.989] 是杀不掉鼠鼠的
[5969.149] 这个不用担心
[5970.409] 满血鼠鼠
[5971.389] 你怎么杀我
[5974] 好地龙一辈子求雨
[5975.32] 不用管他
[5978.52] 哦很聪明啊
[5979.86] 点顺风
[5981.89] 这个可以啊
[5983.21] 顺风这样的话我就不能去定他了
[5985.65] 是不是啊
[5986.27] 他这很聪明
[5989.56] 但是灭哥该拖还是拖
[5992.4] 看一下地龙这边还有还有一回合再来一次啊
[5996.43] 他这边有顺风啊
[5997.35] 确实很麻烦的
[5998.03] 顺风哎呀顺丰啊
[6003.52] 后面我们是可么么
[6008.02] 保护这边保护还是得保护一下啊
[6013.96] 先把这俩拖死嘛啊今年把这俩拖死
[6017.32] 他地龙的话
[6018.44] 等会可以地震
[6024.68] 地龙继续求雨
[6025.64] 然后他再来一次结束了啊
[6027.14] 然后灭哥还有两回合
[6028.66] 我们拖死以后
[6029.68] 他还有最后一只
[6030.52] 这就好打了
[6032.85] 那地龙再来一次解除了
[6034.65] 然后他有顺风
[6035.73] 所以他先开顺风以后
[6036.81] 我们就不能定他了
[6037.57] 是吧啊
[6038.47] 这个快龙带了顺风
[6039.51] 有的快龙他是不带顺风的
[6041.15] 他保护暴风
[6042.47] 然后龙之波动再带个啥
[6044.99] 再带个打雷呀
[6046.15] 也有可能他这个带了顺风比较麻烦的
[6049.02] 那这里耿鬼没血了
[6050.68] 他地震加上暴风
[6052.58] 那灭哥还有两回合啊
[6054.26] 这鼠鼠又反不走
[6055.3] 有点尴尬了
[6057.209] 希望他能把叔叔打死吧
[6059.79] 看我们啊
[6060.95] 希望他能打死鼠鼠
[6062.65] 如果打不死鼠鼠的话
[6063.95] 那他全都跑了呀
[6065.29] 啊他也只能跑一个
[6066.67] 因为对面有三个人啊
[6067.67] 他只能跑一个
[6069.59] 那鼠鼠的话希望他暴风加地震能把鼠鼠给宰了
[6072.71] 然后我们的话这个耿鬼可以继续来踩影
[6077.03] 这里鼠鼠卖掉啊
[6080.8] 好对面地震
[6081.76] 那耿鬼的话
[6082.52] 他震的话必死啊
[6083.44] 所以没办法
[6084.28] 能不能把输出哥打死
[6087.05] 好可以的哦
[6087.89] 哟这猎人力度挺高啊
[6089.05] 你别说打得好暴风嘿嘿那就好啊
[6093.2] 好好
[6093.84] 那鼠鼠就必死啊
[6096.72] OK那耿鬼就可以残影了
[6098.36] 叔叔耐久啊也是比较差的
[6102.28] 那雨停了
[6104.4] 灭哥还有最后一回
[6105.36] 我们只要保护一下
[6106.46] 把这俩拖死
[6107.44] 然后他就只剩最后一只了
[6108.92] 耿鬼13点血
[6112.94] 啊这个斗龙也没起到什么作用是吧
[6114.98] 所以斗龙的话一般都不选出啊
[6116.809] 所以我们两个都保护一下
[6118.049] 把这俩拖死啊
[6118.849] 他最后一只的话
[6119.649] 我们直接愤怒粉灭哥不就完事了吗
[6121.409] 你最后这谁啊
[6122.189] 你最后是谁都不行吗
[6123.249] 你做这干冰也不行吧对吧
[6125.57] 你就是钢兵
[6126.65] 且不说我还有个可摸摸嘞
[6129.47] 反正就愤怒粉加上灭哥就最后一轮了
[6133.48] 他这种地龙手动求雨比较耽误回合啊
[6136.06] 如果你是大嘴鸥的话
[6137.08] 那就比较麻烦了
[6137.96] 大嘴鸥输出也比较爆炸
[6141.34] 那他应该知道结束嘞
[6142.84] 看你最后是谁嘛
[6144.04] 最后这估计是钢兵大牛拉
[6146.3] 就没什么屁用
[6147.02] 大牛拉
[6148.82] 我们这边最不怕的就是大牛了
[6150.76] 因为都是鬼系啊
[6152.92] 好他继续求雨啊
[6154.32] 继续求雨
[6154.84] 最后这谁啊
[6159.38] 快龙暴风
[6161.59] 然后这俩就被唱死了
[6163.31] 所以就不管是谁
[6164.55] 我们都可以通过愤怒粉加灭哥把他拖拖死
[6168.27] 然后还有个可莫莫斗龙
[6171.21] 斗龙也没什么用
[6174.51] 估计是钢兵了
[6175.59] 一般都肯定有钢兵了
[6177.29] 这钢兵呢永远都有
[6179.19] 对面都顺风停止了
[6185.2] 来了是吧
[6185.96] 哎都是钢兵啊
[6186.92] 都见太多了
[6187.88] 那钢兵的话
[6188.6] 他没有办法
[6189.46] 那直接就是这个这个愤怒粉
[6194.88] 然后灭歌结束
[6199.08] 你觉得你有机会吗
[6200.52] 没有啊
[6201.16] 我最后只是斗龙
[6202] 他没有任何机会
[6203.06] 他听到灭哥
[6204] 我斗龙可没听到灭歌
[6205.16] 我斗龙也听不了
[6205.88] 灭哥呀
[6206.28] 隔音的呀
[6207.09] 你砍死这个来杯速查就行了
[6210.01] 随你便
[6212.54] 那唱歌把他拖入灭歌就结束了
[6219.98] 这边一刀
[6223.42] 还砍不死啊
[6224.66] 这是查的话
[6225.58] 耐久是比较高的
[6228.26] 最后一只你也不用看了
[6229.72] 所以最后一只是不是斗龙
[6230.94] 其实不重要对吧
[6234.05] 然后对面直接点了
[6235.21] 他也知道你三个人头一唱歌
[6237.53] 那就结束了
[6242.78] 对面又是Y喷的旗舰队
[6244.66] 啧呃他没有这个啥好消息啊
[6247.86] 他没有这个嗯
[6250.01] 没有钢兵了
[6250.69] 没有钢兵
[6251.21] 我们就跑球不首发呀
[6252.41] 然后还是这几样啊
[6253.75] 如果他有钢兵
[6254.69] 我们就数数首发
[6255.98] 没钢笔的话
[6256.86] 就抛弃我
[6257.34] 首发总是不会错的
[6258.38] 拍一个唱歌完事
[6260.1] 他的所有人都会被威吓吧
[6266.16] 就这样
[6269] 感觉他上啥都可以打
[6276.68] 拍一个就唱嘛
[6284.14] 他上马纽拉金光花啊
[6286.54] 马纽拉的话被威吓一下
[6287.78] 他拍落拍不死耿鬼啊
[6289.26] 我们直接拍金光花
[6290.46] 然后唱歌就完事了啊
[6292.67] 威吓一下马纽拉
[6293.79] 这个牌裸拍不死人呐
[6295.63] 我们一方面没道具
[6296.55] 另一方面他们有威吓了
[6297.77] 你要拍我的话也可以啊
[6299.48] 你要拍的话
[6300.28] 他只能拍这个咆哮虎啊
[6302.2] 我们后面有鼠鼠和牛蛙
[6304.34] 然后这里直接唱歌嗯
[6313.48] 金文花拍的话就要中个毒啊
[6315.92] 那个中毒是有点难受啊
[6318.04] 但是也得拍啊
[6321.23] 马纽拉的话没什么威胁
[6322.97] 我怕他是马嘎金光花兄弟
[6326.82] 啊马牛拉直接跑了
[6328.94] 先锋要进来
[6331.09] 没关系啊
[6331.77] 把肥妖精拖入灭哥
[6335.259] 他如果是这种腰带金光花的话
[6338.219] 那后面就还有个外喷呐
[6342.03] 哦是马嘎金光花
[6343.45] 并不是腰带金光花啊
[6344.65] 腰带马扭蛙嘛是吧
[6345.83] 腰带马牛蛙那拍金光花
[6347.55] 我还不会中毒啊
[6348.47] 我刚才怕这个中个毒
[6349.51] 中毒也得拍呀
[6353.08] 啊击掌马纽拉的话
[6355.95] 他是完全打不了咆哮虎啊
[6358.31] 你不像大牛拉那唱歌
[6360.39] 那这俩就被拖死了
[6364.16] 保护
[6364.72] 然后抛再保护就行了啊
[6366.88] 拖死这两
[6368.37] 如果你唱完歌以后都没掉什么血啊
[6371.33] 那就是最赚的
[6372.91] 完全没有付出任何代价
[6374.59] 就把歌唱起来了
[6376.03] 也没有挨揍
[6377.23] 那对面就亏麻了啊
[6378.77] 啊保护
[6381.59] 啊保护是吧
[6383.23] 这就没有他就这俩都满血
[6385.39] 对面已经亏麻了
[6391.5] 然后再抛就行了
[6393.2] 那这里抛谁呢
[6395.7] 额抛金光花暗影精华保护一下哦
[6399.39] 好顺风啊
[6400.17] 可以他先把顺风开起来
[6403.03] 这种都是为后排做准备
[6404.35] 不过你开的有点早了吧
[6407.48] 如果咆哮虎死
[6408.78] 那我们换上耿鬼
[6410.2] 如果咆哮没死
